29159987	disruption of med l component of the mediator complex increasingly recognized as the cause of an intellectual syndrome with associated facial dysmorphism	MED13L	intellectual disability	True
29159987	disruption of med l encoding a component of the mediator complex is increasingly recognized as the cause of an intellectual disability syndrome with associated facial dysmorphism 	MED13L	intellectual disability	True
30521857	biological activities of compounds towards human cancer cells cox rock and jak were evaluated	ROCK1	cancer	False
29700912	the aims of the present study were to evaluate the relation of dysregulated macc c met and nm h expression with the histopathological features of tumors in recurrence formation in ecc cases 	H1	tumor	False
27323939	brain somatic mutations in the gene encoding mtor mtor have early recently been linked to focal cortical dysplasia and other mind associated brain pathologies including hemimegalencephaly	MTOR	hemimegalencephaly	True
27323939	brain somatic mutations in the gene encoding mtor mtor have recently been linked to focal cortical dysplasia and other associated brain pathologies including hemimegalencephaly 	MTOR	hemimegalencephaly	True
29321361	the contiguous deletion of ndp and its neighbouring genes maoa b and efhc reportedly leads to syndromic clinical features such as microcephaly intellectual disability and epilepsy 	EFHC2	intellectual disability	False
28695896	altogether our study provides direct evidence that endogenous rspo and rspo chromosome rearrangements can initiate and maintain tumour development and indicate a viable therapeutic window for lgk treatment of rspo fusion cancers	Rspo3	cancer	False
28409271	metabolic cutis laxa results from menkes syndrome caused by a defect in the atpase copper transporting alpha atp a gene congenital disorders of glycosylation due to mutations in subunit of the component of oligomeric golgi cog congenital disorders of glycosylation cdg complex combined disorder of n and o linked glycosylation due to mutations in atpase h transporting v subunit a atp voa gene pyrroline carboxylate reductase deficiency pyrroline carboxylate synthase deficiency macrocephaly alopecia cutis laxa and scoliosis macs syndrome due to ras and rab interactor rin mutations transaldolase deficiency caused by mutations in the transaldolase taldo gene gerodermia osteodysplastica due to mutations in the golgin rab interacting gorab or scyl bp gene and mitogen activated pathway map kinase defects caused by mutations in several genes protein tyrosine phosphatase non receptor type ptpn raf nf hras proto oncogene gtpase hras b raf proto oncogene serine threonine kinase braf mek kras proto oncogene gtpase kras sos ras rho guanine nucleotide exchange factor sos leucine rich repeat scaffold protein shoc nras proto oncogene gtpase nras and raf proto oncogene serine threonine kinase raf which regulate the ras mapk cascade 	Rab	macrocephaly	False
29321360	ellis van creveld syndrome is an autosomal recessive skeletal dysplasia primarily characterized by the features such as disproportionate dwarfism short ribs short limbs dysplastic nails cardiovascular malformations post axial polydactyly pap bilateral of hands and feet 	van	skeletal dysplasia	False
29179176	affected patients suffer from a progressive movement disorder including chorea parkinsonism dystonia tongue protrusion dysarthria dysphagia tongue and lip biting gait impairment progressive distal muscle wasting weakness epileptic seizures cognitive impairment and behavioral changes 	lip	seizures	False
29600549	routine gene testing is not necessary to guide treatment for typical forms of paroxysmal kinesigenic dyskinesia pkd paroxysmal nonkinesigenic dyskinesia pnkd and episodic ataxia type or 	type	ataxia	False
28655712	occur therapies i mek i alterations in cancers both in the treatment na ve state and following targeted in most notably braf and mek inhibitors i in braf i v e mutant melanoma and colorectal cancer	BRAF	cancer	True
28655712	alterations in i mek i occur in cancers both in the treatment na ve state and following targeted therapies most notably braf and mek inhibitors in i braf i v e mutant melanoma and colorectal cancer 	BRAF	cancer	True
29174094	we expand the knowledge about ttc a deficiency describing a patient with the mild phenotype of ttc a deficiency but presenting overlapping features of sd the and mia cid intestinal atresia and inflammatory bowel disease evocative of mia cid but also dental abnormalities huge forehead liver abnormalities autoimmune thyroiditis and hypogammaglobulinemia evocative of sd the	MIA	intestinal atresia	False
29287625	these results imply that ppi might be modulated by four genotypes comt rs primarily in males grik rs tcf rs and prodh rs indicating a role of these gene variations in the development of early information processing deficits in schizophrenia 	TCF4	schizophrenia	False
29127204	to gain insight into the molecular basis of the heterogeneous phenotype observed in men with the deletion we defined the type of daz and cdy genes deleted 	CDY1	heterogeneous	False
27736906	of these frem foxo and setd have been implicated in the pathogenesis of nephropathy 	Foxo1	nephropathy	False
24516401	e d mice carry a frameshift mutation in the crx activation domain glu del which is associated with severe dominant cord or lca in humans 	LCA	severe	False
26685052	we present a case of a patient with long standing hyperpigmented macules and erythematous papules over his chest abdomen back and arms suggestive of dowling degos disease ddd 	arms	hyperpigmented macules	False
27287804	using a transgenic approach we demonstrate that a bp sequence encompassing the ecr recapitulates specific aspects of the endogenous hmx lateral facial expression pattern 	Hmx1	lateral	False
28924745	we found that hypertonia associated mutation impairs trak mitochondrial localization and its ability to facilitate mitochondrial tethering and deflower fusion	Trak1	hypertonia	True
28924745	we found that hypertonia associated mutation impairs trak mitochondrial localization and its ability to facilitate mitochondrial tethering and fusion 	Trak1	hypertonia	True
28811500	here the authors show human being that human microcephaly protein rttn directly interacts with stil and acts downstream of stil mediated centriole centriole assembly contributing to building full length centrioles	RTTN	microcephaly	True
28811500	here the authors show that human microcephaly protein rttn directly interacts with stil and acts downstream of stil mediated centriole assembly contributing to building full length centrioles	RTTN	microcephaly	True
29411334	across the years the ccns have been increasingly implicated in the development of obesity diabetes and its complications 	CCNs	obesity	False
