23430109.T4.T24	Secondary point mutations in the Fms-like tyrosine kinase 3 (FLT3) tyrosine kinase domain (KD) are common causes of acquired clinical resistance to the @CHEMICAL$ inhibitors AC220 (@GENE$) and sorafenib.	CPR:4
8263811.T21.T43	These nonadrenoceptor binding sites may explain certain novel platelet aggregatory properties previously ascribed to @CHEMICAL$ and endogenous clonidine-displacing substance(s), and may serve as markers of @GENE$ in humans.	CPR:3
12566304.T1.T31	EGF-stimulated phosphorylation of ERK and @CHEMICAL$ is blocked by pretreatment with @GENE$, a selective MAP kinase kinase (MKK)1/2 inhibitor.	CPR:4
22899102.T4.T25	Stable ABCC1, ABCC2 and ABCC3 knockdown cell lines were generated, thus making it possible to demonstrate that @CHEMICAL$ mediates the basolateral and ABCC2 the apical excretion of @GENE$ conjugates.	CPR:9
23042952.T8.T43	@CHEMICAL$ targets and activates the NAD(+)-dependent protein deacetylase SIRT1; in turn, SIRT1 induces an intracellular antioxidative mechanism by inducing mitochondrial superoxide dismutase (@GENE$).	CPR:3
17311416.T21.T33	Na+-Dependent transmembrane transport of small neutral amino acids, such as @CHEMICAL$ and alanine, is mediated, among others, by the neutral amino acid transporters of the solute carrier 1 [SLC1, alanine serine cysteine transporter 1 (@GENE$), and ASCT2] and SLC38 families [sodium-coupled neutral amino acid transporter 1 (SNAT1), SNAT2, and SNAT4].	CPR:9
15102890.T13.T39	Cross-inhibition of SR-BI- and @CHEMICAL$-mediated cholesterol transport by the small molecules BLT-4 and @GENE$.	CPR:4
23403272.T19.T34	@CHEMICAL$ protects human EA.hy926 endothelial cells against gamma-radiation induced oxidative injury by activating the NF-E2-related factor 2/@GENE$ pathway.	CPR:3
3440035.T2.T13	Pharmacological properties of lorglumide as a member of a new class of cholecystokinin antagonists. Derivatives of @CHEMICAL$ are a new class of non-peptide cholecystokinin (@GENE$) antagonists.	CPR:6
12671891.T1.T18	BACKGROUND & AIMS: Of the 2 genes (MAT1A, @CHEMICAL$) encoding methionine adenosyltransferase, the enzyme that synthesizes @GENE$, MAT1A, is expressed in liver, whereas MAT2A is expressed in extrahepatic tissues.	CPR:9
23160090.T5.T13	@CHEMICAL$ suppressed the expression of TLR-4, Myd88, ICAM-1, TNFa, @GENE$ and IL-6 at the mRNA and protein level, and inhibited the adhesion of leukocytes to A549 cells.	CPR:4
23313794.T8.T26	The results showed that (1) 15mg/kg body weight PhIP induced obvious histopathological changes in gastric mucosa; (2) @CHEMICAL$ (10 and/or 15mg/kg) significantly decreased @GENE$ (SOD) and glutathioneperoxidase (GPx) activities, while increased catalase (CAT) activity compared with the control.	CPR:4
11430635.T13.T37	Indomethacin completely antagonizes CA activity, i.e. abolishes the inhibitory effect of @CHEMICAL$ on @GENE$.	CPR:4
20517484.T3.T10	@CHEMICAL$ inhibits @GENE$ more potently than selegiline and has the advantage of once-daily dosing.	CPR:4
20372850.T16.T19	@CHEMICAL$ (TK-1) and thymidylate synthase (TS) are key enzymes for salvage and de novo @GENE$ synthesis, respectively.	CPR:9
17611273.T16.T27	In hippocampal dentate gyrus, @CHEMICAL$-receiving rats showed a 51% decrease in NET-ir density and a 61% expanded distribution of the new-cell marker PSA-@GENE$ (polysialylated form of neural cell adhesion molecule).	CPR:3
16292755.T15.T35	However, plasma high-density lipoprotein-cholesterol (HDL-C) and HDL-C/total-C ratio levels and plasma @CHEMICAL$ activity were only significantly higher in @GENE$ group after 8 weeks.	CPR:3
10626810.T23.T37	In this report, we evaluated the growth-inhibitory effects of @CHEMICAL$, a @GENE$ and COX-2 inhibitor; exisulind (sulindac sulfone), a novel proapoptotic agent that does not inhibit COX enzymes; and nordihydroguaiaretic acid (NDGA), a lipoxygenase inhibitor on human lung cancer cell lines.	CPR:4
19427182.T2.T22	Second, @CHEMICAL$, an antiatherogenic compound reported to be an inactivator of @GENE$ reduced hepatic alpha-tocopherol secretion.	CPR:4
23619386.T7.T18	@CHEMICAL$ inhibits proteinase and selected @GENE$ activities of the catalytic core proteasome at low micromolar concentrations.	CPR:4
10522750.T19.T37	The potentiation of the contractile effect induced by 5-HT is only somewhat modified by deendothelialization, but abolished by the @CHEMICAL$ antagonists @GENE$ and ridogrel.	CPR:6
11511086.T12.T30	The antipsychotic drugs @CHEMICAL$ and pimozide block erg3, a @GENE$.	CPR:4
23500772.T2.T15	This study assessed changes in myocardial ALDH2 expression in the diabetic rat, in particular the diabetic rat pretreated with @CHEMICAL$ activator ethanol (@GENE$).	CPR:3
23305850.T1.T9	Firstly, in the normal human renal epithelial HK-2 cells, the measurement of the expression of 30 previously reported NRF2 target genes in response to NRF2 inducers (@CHEMICAL$, tert-butylhydroquinone, cinnamic aldehyde, and hydrogen peroxide) showed that the @GENE$ is highly inducible by all treatments.	CPR:3
20053189.T5.T24	Luteinizing hormone-releasing hormone (LHRH) agonists, such as @CHEMICAL$, goserelin, leuprorelin and triptorelin, stimulate the pituitary's @GENE$, ultimately leading to its de-sensitization and subsequent reduction of LH and testosterone levels.	CPR:3
22537794.T15.T39	METHODS: (+/-)-Modafinil and its R-(-)- and S-(+)-enantiomers were synthesized and tested for inhibition of @CHEMICAL$ (DA) uptake and [(3)H]WIN 35428 binding in @GENE$ (DAT) wild-type and mutants with altered conformational equilibria.	CPR:9
17603555.T40.T57	BACKGROUND AND PURPOSE: AMP-activated protein kinase (@CHEMICAL$) is activated by @GENE$, phenformin, and the AMP mimetic, 5-aminoimidazole-4-carboxamide-1-beta-D-ribofuranoside (AICAR).	CPR:3
8740147.T23.T52	In addition, another drug that is both a substrate of uptake1 and a @CHEMICAL$ inhibitor, @GENE$, was investigated in the study.	CPR:4
12560076.T21.T28	@CHEMICAL$ catalyzes specific elimination of @GENE$ to pyruvate.	CPR:9
12614192.T5.T13	@CHEMICAL$ is inhibitory of PDE5 at a rate tenfold higher than for the next @GENE$ (PDE6), which produces visual changes through the retinal rods.	CPR:4
